timestamp,energy_consumption,city,building_id,floor,power_factor,voltage,current,power_consumption,energy_cost,energy_source,energy_provider,energy_usage_category,energy_savings
11/02/2025,927.1,Mumbai,237,6,0.36,190.9,5.9,531.74,773.58,solar panels,Jabbersphere,residential,90.6
15/04/2023,287.4,Chennai,238,7,0.91,216.5,5.8,320.97,428.6,nuclear,Yozio,transportation,76.2
24/11/2022,242.69,Chennai,239,2,0.09,119.7,1.09,954.36,769.16,solar panels,Eire,commercial,44.2
29/12/2023,813.85,Mumbai,240,3,0.78,219,0.66,173.72,67.75,solar panels,Brainbox,transportation,84.9
08/05/2024,37.61,Kolkata,241,7,0.99,222.3,2.19,183.27,720.33,natural gas,Youtags,industrial,88.1
18/11/2024,732.28,Chennai,242,1,0.53,180.4,5.66,44.72,265.87,biomass,Bubbletube,governmental,71.9
20/01/2024,204.39,Kolkata,243,3,0.55,156.8,7.84,688.09,776.17,solar panels,Dabfeed,governmental,41
18/10/2024,395.51,Bangalore,244,9,0.29,128,1.15,721.25,36.53,wind mill,Podcat,governmental,67.2
05/04/2023,987.66,Chennai,245,5,0.19,124.8,9.35,653.74,881.92,biomass,Oodoo,residential,58.5
28/10/2024,42.46,Kolkata,246,1,0.4,145.9,3.32,654.62,352.38,biomass,Jabbersphere,commercial,15.1
31/03/2023,400.36,Delhi,247,6,0.03,169.6,0.18,276.37,61.42,natural gas,Agimba,commercial,12.4
07/09/2024,409.71,Mumbai,248,10,0.91,125.9,8.6,21.88,949.01,solar panels,Twitterbeat,industrial,24.7
12/07/2024,136.34,Mumbai,249,7,0.13,235.7,9.69,302.67,663.56,biomass,Buzzbean,residential,62.6
28/12/2023,806.86,Kolkata,250,4,0.46,209.3,7.46,267.57,647.36,nuclear,Devpoint,residential,30.2
25/11/2022,52.51,Mumbai,251,3,0.92,209.9,5.1,677.36,623.57,nuclear,Yombu,commercial,80.1
06/01/2024,208.88,Mumbai,252,3,0.73,163,4.8,961.61,713.06,solar panels,Realcube,governmental,78.6
07/03/2025,622.23,Delhi,253,3,0.37,104.7,4.09,755,299.39,nuclear,Oyoloo,commercial,24.5
22/03/2024,269.8,Delhi,254,3,0.84,172.9,9.89,319.84,935.91,natural gas,Centizu,industrial,23.9
14/11/2022,885.34,Delhi,255,5,0.38,188.6,7.68,954.05,384.43,wind mill,Skyble,commercial,59.4
30/05/2024,714.91,Delhi,256,9,0.36,213.1,3.74,685.78,352.98,natural gas,Npath,residential,32.9
11/02/2025,101.64,Kolkata,257,3,0.89,131.3,3.4,394.85,611.65,nuclear,Mydeo,commercial,32
01/05/2023,519.55,Kolkata,258,8,0.81,185.5,5.04,4.7,297.83,wind mill,Rhyzio,transportation,90.2
13/11/2022,169.04,Chennai,259,2,0.02,145.5,4.73,584.66,30.16,biomass,Devshare,commercial,83.4
02/12/2022,652.52,Bangalore,260,1,0.43,184.6,1.81,626.17,402.98,wind mill,Yabox,commercial,3.7
09/06/2024,765.69,Delhi,261,10,0.84,229.7,1.3,648.89,494.5,wind mill,Twimm,transportation,61.4
13/07/2024,892.83,Delhi,262,5,0.22,135.3,5.47,323.63,627.52,natural gas,Browseblab,industrial,27.4
05/10/2023,966.29,Chennai,263,4,0.46,207.1,6.92,828.16,329.79,biomass,Aibox,commercial,16.2
26/10/2023,864.68,Bangalore,264,1,0.93,227.8,4.92,821.16,758.51,natural gas,Meetz,governmental,34.5
21/04/2023,676.6,Mumbai,265,1,0.42,121.1,2.08,802.39,187.66,nuclear,Tagopia,transportation,100
01/04/2025,828.89,Kolkata,266,5,0.09,113.8,0.33,131.01,491.27,biomass,Brightbean,residential,61.2
11/12/2024,559.72,Mumbai,267,9,0.59,235.7,9.91,826.23,293.66,wind mill,Mydeo,residential,66.4
10/03/2025,312.82,Bangalore,268,8,0.15,162.9,9.95,480.79,556.57,natural gas,Mudo,industrial,6.8
02/01/2024,244.89,Mumbai,269,8,0.26,209.1,9.72,170.4,541.03,wind mill,Dynabox,residential,13.9
26/04/2024,427.14,Chennai,270,6,0.3,138.8,7.59,561.93,309.55,wind mill,Thoughtbridge,commercial,81.3
26/03/2024,26.77,Mumbai,271,5,0.4,188.9,5.39,478.26,331.83,natural gas,Bubbletube,residential,57.1
17/04/2024,436.96,Delhi,272,5,0.15,201.2,0.87,339.21,236.35,nuclear,Twinder,commercial,48.4
03/05/2024,719.76,Chennai,273,2,0.89,174.1,6.06,83.35,917.77,wind mill,Buzzster,industrial,4.9
21/05/2023,152.4,Delhi,274,8,0.29,216.8,7.91,785.55,976.19,solar panels,Mudo,governmental,97.1
02/03/2025,830.12,Bangalore,275,2,0.95,134.3,4.6,456.52,536.64,natural gas,Linklinks,industrial,79.9
07/06/2024,46.78,Chennai,276,2,0.61,222.5,2.54,716.13,414.81,biomass,Zoombeat,transportation,59.8
02/10/2024,996.95,Kolkata,277,10,0.92,170.7,4.17,615.96,625.52,biomass,Quimm,transportation,20.6
18/02/2023,54.45,Kolkata,278,4,0.66,120.9,3.45,432.81,720.42,wind mill,Feedfire,commercial,52.8
11/11/2024,575.06,Kolkata,279,2,0.7,128.2,5.78,402.59,811,biomass,InnoZ,commercial,48.3
06/03/2025,205.46,Chennai,280,9,0.02,145.8,4.45,83.8,282.61,biomass,Lajo,governmental,97.7
16/10/2023,255.82,Kolkata,281,8,0.1,188.1,5.92,652.9,176.21,nuclear,Jetwire,governmental,89.1
27/03/2023,788.69,Delhi,282,6,0.91,227.6,5.96,921.1,900.16,biomass,Devbug,transportation,82.8
20/10/2023,989.91,Kolkata,283,7,0.99,104.4,4.36,340.81,347.42,wind mill,Trupe,governmental,67.1
13/02/2023,889.22,Chennai,284,5,0.04,140.8,4.35,815.9,952.63,solar panels,Flashspan,residential,35.8
09/05/2024,922.11,Chennai,285,6,0.87,167,6.25,758.23,548.72,solar panels,Trilia,residential,6.4
13/02/2025,714.34,Chennai,286,8,0.56,138,5.91,758.12,853.46,natural gas,Flipstorm,transportation,85.8
17/12/2024,978.39,Mumbai,287,5,0.79,171.2,3.77,101.26,692.61,nuclear,Meemm,commercial,10.5
02/03/2023,712.06,Bangalore,288,10,0.05,199.3,7.18,919.43,937.09,wind mill,Lazz,transportation,94.5
21/04/2025,206.95,Mumbai,289,8,0.23,113,6.94,866.01,291.34,nuclear,Skiptube,transportation,39.4
24/05/2023,369.55,Mumbai,290,8,0.42,209.7,0.14,393.6,589.2,solar panels,Browsetype,commercial,40.5
01/07/2023,409.35,Kolkata,291,1,0,205.8,1.53,821.04,403.47,nuclear,Mydeo,industrial,6.9
16/03/2023,962.04,Mumbai,292,9,0.46,221,1.46,497.17,250.28,nuclear,Ooba,residential,54.1
07/09/2024,948.65,Delhi,293,6,0.98,237.8,6.54,323.84,589.83,biomass,Demivee,governmental,86.4
10/02/2025,9.82,Delhi,294,8,0.73,124.8,7.07,972.41,809.41,natural gas,Dabtype,commercial,97.1
19/06/2024,277.76,Bangalore,295,8,0.12,149.1,0.16,588.35,700.67,biomass,Snaptags,governmental,81.6
21/03/2025,29.74,Chennai,296,9,0.24,203,4.79,962.83,403.91,solar panels,Quinu,governmental,61.5
07/03/2024,505.28,Mumbai,297,3,0.52,157.2,2.02,735.42,396.25,natural gas,Yata,industrial,29.3
30/09/2023,63.72,Chennai,298,10,0.08,132.1,5.39,220.53,848.99,natural gas,Oyope,transportation,90.9
25/01/2025,746.48,Bangalore,299,8,0.08,181.3,9.41,306,693.11,natural gas,Wordtune,residential,82.1
23/01/2023,58.77,Chennai,300,6,0.42,193.7,5.07,854.42,604.92,solar panels,Demizz,commercial,73.5
29/10/2024,803.12,Chennai,301,9,0.15,156,4.71,796.16,819.45,wind mill,Innotype,industrial,4.8
03/03/2024,236.94,Delhi,302,3,0.78,128.9,4.39,111.25,408.52,natural gas,Ooba,transportation,2.3
14/02/2025,656.29,Bangalore,303,3,0.53,171.5,9.21,42.97,485.95,nuclear,Yozio,industrial,88.2
19/07/2024,647.3,Chennai,304,3,0.94,188,4.68,748.03,675.98,biomass,Lazz,commercial,94.8
31/12/2023,535.52,Mumbai,305,8,0.03,126.6,0.28,564.9,195.04,nuclear,Cogidoo,transportation,3.5
13/05/2024,948.61,Kolkata,306,7,0.92,137.4,8.76,144.12,209.25,biomass,Demizz,residential,85.7
06/12/2022,91.24,Delhi,307,2,0.17,169.9,9.23,274.98,532.03,solar panels,Realbridge,residential,34.2
11/03/2025,646.77,Bangalore,308,1,0.91,209.4,4.12,402.81,956.4,solar panels,Dazzlesphere,transportation,27.4
14/12/2023,336.2,Delhi,309,8,0.4,193.9,6.08,26.01,839.22,solar panels,Voolia,governmental,84.2
28/03/2023,894.73,Kolkata,310,9,0.3,214.6,5.29,155.56,882.97,wind mill,Thoughtstorm,residential,69.1
15/04/2023,175.56,Chennai,311,1,0.69,219,7.27,772.86,116.46,natural gas,Browsezoom,governmental,51.4
02/11/2023,67.22,Kolkata,312,10,0.99,112.1,2.63,10.61,404.59,natural gas,Thoughtworks,industrial,12.4
05/01/2024,241.69,Mumbai,313,3,0.84,168.4,9.89,231.92,985.91,biomass,Zoonder,governmental,42.5
13/10/2023,303.94,Kolkata,314,9,0.27,162.7,3.11,406.14,436.49,wind mill,Snaptags,transportation,17.2
02/12/2024,972.82,Delhi,315,7,0.78,171.6,2.81,687.81,781.24,nuclear,Yodo,transportation,12.1
07/08/2024,950.86,Mumbai,316,9,0.09,195.1,2.91,663.74,907.72,natural gas,Eare,industrial,31.1
03/02/2023,621.61,Bangalore,317,2,0.7,234.2,6.59,250.79,484.42,natural gas,Gabtune,transportation,40.6
29/03/2025,32.99,Bangalore,318,3,0.02,233.7,2.41,981.58,72.6,wind mill,Camido,transportation,25.7
23/01/2025,879.19,Mumbai,319,3,0.48,167.8,3.67,639.1,387.87,wind mill,Jaloo,residential,23.9
06/02/2024,92.99,Delhi,320,4,0.07,185.4,1.73,507.45,279.69,natural gas,Plajo,residential,98.6
07/09/2023,27.39,Bangalore,321,9,0.46,191.2,0.21,94.07,188.36,nuclear,BlogXS,industrial,92.3
26/02/2024,695.26,Chennai,322,10,0.27,133,9.49,305.88,400.15,biomass,Skibox,industrial,75.5
18/01/2024,520.99,Delhi,323,3,0.03,202.3,5.54,364.22,484.07,biomass,Zoonder,industrial,0.7
22/03/2024,337.9,Delhi,324,7,0.57,152.1,0.63,569.22,517.73,solar panels,Yambee,governmental,87.8
17/04/2025,63.32,Mumbai,325,3,0.12,182.2,5.01,994,824.11,wind mill,Shufflester,industrial,13.6
01/12/2024,204.5,Delhi,326,4,0.08,134.2,9.04,499.92,454.84,biomass,Leexo,governmental,94.5
04/01/2024,922.45,Mumbai,327,2,0.48,233.9,1.24,799.63,204.5,nuclear,Meezzy,residential,54
20/09/2023,223.71,Delhi,328,1,0.29,150.3,3.45,193.53,722,wind mill,Innojam,governmental,71.6
16/02/2025,511.36,Mumbai,329,1,0.89,218.9,2.5,488.36,814.24,solar panels,Innotype,industrial,9.8
15/01/2023,79.17,Chennai,330,4,0.48,154.1,0.99,679.99,141.07,wind mill,Youfeed,transportation,73.3
17/09/2023,279.74,Kolkata,331,4,0.55,174.5,5.14,451.06,93.36,wind mill,Flashset,governmental,77.8
05/09/2024,770.14,Delhi,332,3,0.99,200.1,1.61,330.83,178.35,wind mill,Vipe,transportation,82
18/12/2022,82.64,Kolkata,333,9,0.85,219.5,8.03,679.11,213.98,nuclear,Kayveo,governmental,78.8
30/06/2023,911.9,Mumbai,334,2,0.97,208.9,8.95,986.65,564,solar panels,Meevee,commercial,92.8
12/01/2024,553.66,Delhi,335,5,0.19,192,6.77,473.56,766.04,solar panels,Eare,commercial,1.8
13/12/2022,202.23,Bangalore,336,7,0.11,137,7.96,962.75,784.77,wind mill,Skiptube,commercial,67.5
25/09/2023,797.97,Delhi,337,1,0.77,122.4,7.63,382.4,210.02,solar panels,Rhybox,commercial,10
16/11/2024,326.69,Kolkata,338,5,0.08,235.1,9.19,118.5,587.1,nuclear,Devpulse,residential,24.2
11/09/2024,265.03,Chennai,339,4,0.98,208.2,7.07,494.05,208.69,wind mill,Aivee,commercial,6.5
14/03/2024,400,Mumbai,340,7,0.69,124.7,1.39,342.36,349.46,nuclear,Jaxworks,commercial,79.9
10/01/2023,513.55,Bangalore,341,6,0.22,158.7,5.89,389.5,894.36,nuclear,Wikizz,industrial,95.6
18/08/2024,599.04,Kolkata,342,3,0.59,117.1,8.89,189.54,824.63,solar panels,Gigazoom,governmental,62
04/08/2023,396.25,Chennai,343,6,0.37,145.9,5.36,40.71,762.81,wind mill,Feedfire,residential,80.9
21/01/2025,774.08,Kolkata,344,9,0.18,142.5,1.52,100.93,271.38,natural gas,Jamia,commercial,51.4
03/02/2025,209.45,Chennai,345,7,0.58,179.3,7.2,171.01,40.22,solar panels,Centidel,industrial,4.5
05/04/2023,298.37,Mumbai,346,5,0.44,201.5,8.24,73.73,917.83,natural gas,Zazio,transportation,16.6
19/08/2024,238.79,Delhi,347,4,0.84,139.7,7.54,681.2,442.04,solar panels,Ooba,commercial,23.5
24/05/2023,690.88,Delhi,348,9,0.94,147.4,6.15,211.55,667.4,nuclear,Babblestorm,residential,87.7
21/09/2024,789.75,Chennai,349,10,0.65,226.9,7.03,980.78,209.77,solar panels,Cogilith,transportation,49.1
26/01/2023,80.77,Chennai,350,10,0.36,176,6.55,229.19,109.32,biomass,Linklinks,industrial,98
24/08/2023,753.23,Bangalore,351,7,0.72,163.2,4.52,942.21,35.94,solar panels,Quatz,commercial,68.8
13/05/2024,150.41,Bangalore,352,3,0.41,208.5,2.27,184.47,472.5,natural gas,Youbridge,commercial,94.1
06/12/2024,747.37,Mumbai,353,5,0.57,171.9,1.26,91.58,121.43,natural gas,Topicstorm,residential,38.4
30/11/2024,658.74,Delhi,354,7,0.76,122,7.71,166.64,483.86,wind mill,Fivebridge,transportation,84.9
10/01/2024,337.87,Chennai,355,1,0.95,200.6,8.22,318.82,495.78,solar panels,Riffwire,industrial,23
22/12/2023,536.67,Mumbai,356,3,0.22,125.4,7.1,393.04,888.28,biomass,DabZ,commercial,7.9
03/03/2023,327.92,Chennai,357,4,0.95,168.8,3.43,316.94,863.12,solar panels,Thoughtstorm,industrial,77
01/11/2024,881.82,Delhi,358,2,0.42,226.7,6.91,796.03,901.06,solar panels,Devbug,commercial,16.9
28/02/2025,221.73,Mumbai,359,5,0.75,172,3.98,539.59,413.5,nuclear,Demizz,governmental,9.5
25/11/2023,197.29,Mumbai,360,8,0.19,173.2,8.74,664.78,319.63,nuclear,Skipfire,governmental,87.7
30/05/2023,204.84,Mumbai,361,4,0.88,108.6,8.16,833.55,730.21,solar panels,Jabbersphere,industrial,97.3
16/09/2023,98.04,Chennai,362,9,0.65,193.3,1.71,818.25,809.41,wind mill,Oodoo,governmental,34.1
29/08/2024,434.61,Chennai,363,7,0.19,105.8,2.16,289.99,263.02,solar panels,Blognation,industrial,82.2
08/12/2024,802.47,Kolkata,364,2,0.66,230.1,7.27,957.15,384.82,natural gas,Trunyx,industrial,82.6
02/11/2023,639.45,Kolkata,365,9,0.22,163.6,3.93,48.26,528.35,natural gas,Mudo,residential,10.5
27/02/2025,538.22,Mumbai,366,7,0.14,157.1,7.53,452.93,428.33,solar panels,Trilith,residential,4.2
28/09/2024,282.33,Mumbai,367,6,0.93,198,9.55,181.01,634.26,natural gas,Yodoo,governmental,38.8
27/09/2024,859.03,Bangalore,368,6,0.27,152.8,4.84,841.55,545.35,biomass,Vidoo,industrial,18.5
03/03/2024,469.38,Delhi,369,2,0.84,215.1,5.63,802.89,844.91,solar panels,Yacero,industrial,30
19/10/2024,196.32,Mumbai,370,10,0.36,116.6,6.57,891.81,408.52,wind mill,Roomm,industrial,10.1
03/05/2023,404.37,Mumbai,371,2,0.03,218.9,4.31,78.92,329.89,nuclear,Bubblebox,transportation,48.7
10/10/2024,573.66,Chennai,372,7,0.09,170.6,4.56,884.03,952.27,solar panels,Twitterbeat,industrial,18.7
09/09/2023,944.19,Mumbai,373,10,0.69,165.1,3.3,795.37,683.23,biomass,Yozio,governmental,47.1
13/12/2024,170.59,Bangalore,374,3,0.25,199.1,7.55,565.73,32.65,solar panels,Eabox,transportation,82.2
21/07/2023,208.24,Chennai,375,4,0.12,194.4,0.15,274.58,669.68,solar panels,Eazzy,industrial,10.5
13/09/2023,30.19,Mumbai,376,6,0.9,194.1,0.99,425.97,110.97,solar panels,Twiyo,residential,50.2
28/07/2023,180.95,Bangalore,377,5,0.69,236,0.82,865.68,19.85,nuclear,Trudoo,governmental,69.2
22/04/2024,703.98,Chennai,378,1,0.92,145.8,3.23,987.36,437.06,nuclear,Wikibox,industrial,52.2
19/10/2023,567.19,Chennai,379,3,0.96,159.2,3.45,958.28,721.38,natural gas,Mybuzz,industrial,50.6
21/06/2023,814.07,Mumbai,380,9,0.92,127.3,8.95,873.34,848.55,nuclear,Jabbersphere,governmental,0.6
20/03/2025,132.88,Bangalore,381,6,0.46,140.2,7.12,466.81,365.47,solar panels,Photobean,transportation,2.9
30/04/2023,80.2,Mumbai,382,3,0.34,117.5,7.37,438.41,103.18,wind mill,Shuffletag,governmental,55.2
12/02/2025,169.03,Delhi,383,7,0.34,228.8,1.25,485.78,487.91,nuclear,Photojam,residential,20.2
17/04/2024,247.68,Chennai,384,4,0.54,167.9,7.62,666.89,119.05,biomass,Muxo,governmental,76.1
15/11/2022,697.19,Chennai,385,10,0.82,102.7,9.01,287.04,423.48,natural gas,Eare,commercial,14.7
04/09/2023,494.88,Kolkata,386,3,0.29,238.4,4.45,167.56,956.22,wind mill,Rhyzio,residential,52
24/10/2023,862.34,Mumbai,387,2,0.53,187.2,0.93,161.5,558.51,nuclear,Gigaclub,commercial,55.4
07/05/2023,904.34,Kolkata,388,8,0.36,212.1,5.87,532.83,441.05,biomass,Meezzy,industrial,30.3
30/05/2024,493.82,Mumbai,389,1,0.62,101.4,5.76,749.83,717.64,nuclear,Youopia,residential,36.4
12/08/2024,113.22,Mumbai,390,8,0.54,114.4,3.41,643.38,259.7,nuclear,Yozio,governmental,57.2
25/04/2023,174.94,Kolkata,391,10,0.26,188.2,3.28,575.31,565.04,solar panels,Yakijo,commercial,43.2
16/05/2023,878.35,Mumbai,392,8,0.08,185.7,1.05,535.45,260.6,nuclear,Jaxspan,industrial,53.7
03/07/2024,614.73,Kolkata,393,1,0.01,119.2,2.45,316.91,121.97,natural gas,Chatterbridge,governmental,68
17/04/2023,292.87,Bangalore,394,6,0.47,186.9,6.97,850.77,709.73,nuclear,Skyba,commercial,40.5
24/10/2023,728.35,Bangalore,395,10,0.81,110.9,3.96,988.13,60.97,solar panels,Photospace,commercial,70.9
12/10/2023,480.43,Bangalore,396,2,0.64,150.9,9.6,120.53,227.97,wind mill,Wordpedia,governmental,97
17/11/2022,99.38,Kolkata,397,8,0.25,115.7,9.49,997.01,712.4,natural gas,Agivu,transportation,81.1
23/04/2024,462.41,Kolkata,398,7,0.15,117.6,1.94,985.27,736.44,natural gas,Jabberbean,governmental,65.1
29/04/2023,656.52,Bangalore,399,4,0.03,147.9,0.14,417.8,87.58,solar panels,Yacero,industrial,42.7
30/12/2024,827.43,Kolkata,400,5,0.77,161.5,1.96,308.86,748.13,natural gas,Mynte,industrial,68.3
14/08/2024,864.12,Chennai,401,3,0.83,175.9,9.27,157.66,235.21,solar panels,Yacero,governmental,63.8
18/11/2023,911.46,Kolkata,402,8,0.86,186.8,1.71,180.6,862.75,natural gas,Camimbo,governmental,70.7
28/10/2024,442.06,Chennai,403,10,0.39,157.9,9.49,129.66,696.55,biomass,Demivee,commercial,3.8
17/03/2024,308.6,Mumbai,404,9,0.75,113.8,6.06,59.44,761.02,solar panels,Gabtype,governmental,95.3
10/11/2024,610.48,Delhi,405,9,0.47,157,4.25,291.88,951.56,solar panels,Zoombeat,commercial,74.7
26/04/2023,820.01,Mumbai,406,6,0.1,161,6.6,427.75,805.69,solar panels,Dazzlesphere,residential,48.1
11/01/2025,75.25,Delhi,407,3,0.66,170.8,9.98,832.56,622.61,natural gas,Voomm,residential,8.9
04/08/2023,651.41,Bangalore,408,6,0.5,134.1,3.11,465.44,933.23,wind mill,Jayo,commercial,43.8
12/07/2024,5.67,Chennai,409,2,0.75,215.4,5.89,55.29,576.29,natural gas,Centizu,commercial,41.5
14/03/2024,443.19,Bangalore,410,5,0.19,195.8,8.81,794.76,277.19,solar panels,Yacero,industrial,65.4
28/07/2023,950.64,Delhi,411,4,0.02,196.7,8.7,627.66,691.57,biomass,Skiba,governmental,67.8
24/05/2024,709.96,Delhi,412,8,0.43,168.9,1.83,613.34,218.95,solar panels,Gigashots,commercial,7.9
02/08/2023,583.58,Kolkata,413,3,0.65,116.4,4.58,83.02,6.17,biomass,Gigashots,governmental,64.2
13/09/2024,138.59,Delhi,414,6,0.94,125.2,8.15,83.89,83.14,wind mill,Eire,transportation,48.2
16/11/2022,142.91,Bangalore,415,9,0.19,195.1,4.89,514.69,877.21,wind mill,Teklist,residential,24.2
11/11/2024,771.49,Mumbai,416,3,0.75,180,7.19,17.44,215.86,natural gas,Dynabox,commercial,88.2
24/01/2024,105.76,Kolkata,417,6,0.41,170.7,0.1,629.07,103.41,nuclear,Fivebridge,commercial,82.2
14/04/2024,796.39,Kolkata,418,4,0.87,198,9.62,373.9,756.87,solar panels,Gevee,transportation,49.2
26/12/2024,205.79,Mumbai,419,6,0.23,197.8,1.51,311.31,532.35,nuclear,Jaxspan,governmental,55.1
12/12/2023,698.5,Mumbai,420,4,0.42,101.8,4.87,248.7,801.91,nuclear,Skilith,industrial,78.3
07/10/2023,775.41,Bangalore,421,9,0.57,120.8,3.4,968.67,967.41,wind mill,Myworks,industrial,62.7
07/02/2024,237.83,Delhi,422,6,0.76,196.3,8.41,711.8,512.72,natural gas,Podcat,residential,94.3
27/08/2023,190.53,Mumbai,423,8,0.36,169.1,8.14,792.84,129.94,biomass,Oyondu,transportation,3.4
14/01/2024,779.78,Delhi,424,8,0.83,185,5.02,360.82,733.13,wind mill,Livefish,industrial,98
25/08/2023,44.87,Delhi,425,2,0.74,185.5,2.13,823.44,471.54,solar panels,Yata,transportation,87.6
13/04/2023,187.25,Mumbai,426,7,0.99,142.7,6.79,440.02,238.46,solar panels,Cogidoo,industrial,20.8
12/01/2023,489.48,Kolkata,427,5,0.97,103,6.73,300.77,402.49,nuclear,Dabfeed,transportation,77.4
16/05/2024,571.35,Mumbai,428,9,0.59,181.9,0.99,574.04,601.55,solar panels,Tazz,transportation,46.7
31/01/2023,579.6,Bangalore,429,10,0.86,227.3,0.3,834.05,741.82,solar panels,Innojam,industrial,39.9
08/04/2024,922.32,Mumbai,430,1,0.36,233,5.86,294.86,311.92,biomass,Innotype,residential,64.4
26/04/2024,663.03,Chennai,431,6,0.38,185.4,8.75,727.78,898.37,biomass,Wordtune,commercial,5.3
05/10/2024,435.56,Bangalore,432,9,0.29,141,9.58,113.19,379.95,wind mill,Thoughtstorm,governmental,80.5
14/12/2024,315.57,Bangalore,433,3,0.38,132.9,2.15,813.63,896.45,nuclear,Zoomzone,transportation,59.6
25/12/2024,401.12,Bangalore,434,5,0.18,103.9,0.14,460.92,764.58,wind mill,Tazz,governmental,92.7
29/08/2023,306.9,Delhi,435,5,0.83,233.1,6.53,713.64,789.12,natural gas,Skipfire,commercial,7.5
21/12/2024,226.8,Mumbai,436,1,0.85,130.9,3.16,59.81,512.22,biomass,Gigabox,industrial,82.3
24/04/2025,566.82,Bangalore,437,4,0.65,169.2,2.33,853.99,413.46,natural gas,Skinder,transportation,42.6
25/07/2023,70.6,Chennai,438,7,0.17,231.3,0.17,851.11,339.06,natural gas,Jazzy,transportation,40
03/06/2023,452.78,Delhi,439,4,0.95,177.6,1.28,316.45,3.63,nuclear,Leexo,governmental,58.4
21/07/2023,692.94,Delhi,440,10,0.84,169.1,9.61,835.58,637.56,natural gas,Shufflebeat,governmental,30.1
19/09/2024,139.97,Kolkata,441,2,0.76,199.5,2.54,302.49,49.1,nuclear,Buzzbean,transportation,95.3
03/03/2023,394.69,Bangalore,442,4,0.5,187.5,4.56,77.97,711.31,nuclear,Fanoodle,transportation,98.8
09/06/2024,564.08,Chennai,443,5,0.87,159.9,7.3,23.15,198.11,solar panels,Dabshots,governmental,86.3
20/04/2025,495.46,Kolkata,444,3,0.22,216.7,8.77,664.74,937.92,biomass,Npath,commercial,83.2
27/11/2022,213.41,Mumbai,445,5,0.33,136.6,5.71,200.25,864.91,natural gas,Kamba,commercial,55.7
03/03/2024,873.83,Chennai,446,1,0.34,107.9,6.1,338.15,112.13,wind mill,Brainverse,commercial,35.1
20/09/2024,721.29,Kolkata,447,2,0.3,156.2,5.26,785.61,710.37,solar panels,Topdrive,governmental,31.6
15/03/2023,234.37,Chennai,448,7,0.35,155.8,1.05,914.73,947.81,biomass,Livetube,commercial,90.6
05/08/2023,143.57,Mumbai,449,8,0.03,176.3,6.99,900.52,377.02,biomass,Trupe,governmental,84.7
19/01/2024,555.81,Chennai,450,6,0.48,137.1,0.39,543.13,778.71,solar panels,Vinte,governmental,98
03/01/2024,208.77,Bangalore,451,9,0.74,174.6,7.66,149.3,248.92,wind mill,InnoZ,commercial,33.5
04/03/2024,583.82,Chennai,452,2,0.09,194.9,4.03,931.6,508.93,nuclear,Dabtype,industrial,53
31/07/2023,911.85,Mumbai,453,9,0.16,225.5,9.21,546.75,748.98,solar panels,Topicblab,transportation,37.6
04/12/2024,476.43,Chennai,454,3,0.41,179.5,0.72,443.58,708.54,natural gas,Layo,transportation,40.3
07/07/2023,613.06,Mumbai,455,8,0.15,164,4.12,127.62,245.46,solar panels,Oyonder,residential,13.1
24/04/2023,481.7,Bangalore,456,6,0.19,109.4,9.64,482.27,39.64,solar panels,Eimbee,governmental,35
24/09/2024,551.15,Kolkata,457,6,0.26,124.6,1.48,621.25,638.6,wind mill,Latz,residential,65.5
08/03/2024,746.47,Bangalore,458,5,0.41,139.6,6.38,531.9,487.65,natural gas,Topiczoom,governmental,41.7
03/10/2024,543.6,Mumbai,459,1,0.07,220.7,8.56,817.7,338.4,nuclear,Reallinks,commercial,6
28/01/2023,328.11,Bangalore,460,4,0.31,153.2,8.17,407.79,580.51,nuclear,Muxo,transportation,89.6
12/10/2024,792.27,Delhi,461,5,0.51,160.6,5.27,918.17,324.52,solar panels,Eadel,industrial,61.7
26/08/2023,293.7,Bangalore,462,7,0.22,140.6,3.52,7.33,968.34,wind mill,Ntags,commercial,86
12/05/2023,703.2,Chennai,463,2,0.18,197.4,0.29,258.99,760.89,solar panels,Digitube,governmental,76.3
11/12/2024,760.82,Kolkata,464,4,0.94,152.4,8,696.95,529.73,solar panels,Oloo,industrial,87.2
04/03/2023,579.69,Chennai,465,6,0.42,218.8,4.88,525.57,860.02,natural gas,Snaptags,commercial,25.6
08/09/2024,293.28,Chennai,466,10,0.93,165.8,3.95,509.52,578.05,wind mill,Skimia,governmental,92
19/05/2024,569.14,Kolkata,467,2,0.12,145.5,5.83,322.01,486.26,natural gas,Meembee,governmental,88.5
13/09/2023,619.55,Mumbai,468,10,0.43,209.9,4.83,66.6,437.84,nuclear,Cogibox,commercial,85.3
25/09/2023,505.8,Mumbai,469,5,0.71,116.4,3.38,292.45,181.66,biomass,Mybuzz,residential,58.8
30/11/2022,318.17,Mumbai,470,7,0.44,101.1,5.88,668.65,101.23,wind mill,Tanoodle,commercial,80.8
25/05/2024,79.14,Mumbai,471,4,0.41,169.6,1.54,375.53,452.19,wind mill,Topicware,industrial,98.4
23/11/2024,417.38,Chennai,472,3,0.14,234.2,6.18,994.39,698.77,wind mill,Edgetag,commercial,50.5
21/12/2022,909.47,Bangalore,473,7,1,121,5.79,739.28,843.27,wind mill,Browsetype,residential,70.4
18/08/2024,442.05,Kolkata,474,8,0.67,219,4.91,810.52,915.89,biomass,Dynava,industrial,77.9
